AGGREGATION_NAME,AMERICAN INDIAN OR ALASKA NATIVE,ASIAN OR PACIFIC ISLANDER,BLACK,ECONOMICALLY DISADVANTAGED,FEMALE,FORMERLY LIMITED ENGLISH PROFICIENT,GENERAL EDUCATION STUDENTS,HISPANIC,LIMITED ENGLISH PROFICIENT,MALE,MIGRANT,MULTIRACIAL,NOT ECONOMICALLY DISADVANTAGED,NOT LIMITED ENGLISH PROFICIENT,NOT MIGRANT,STUDENTS WITH DISABILITIES,WHITE,PCT_GRAD,AGGREGATION_CODE,COUNTY_CODE,COUNTY_NAME,YEAR,HOMELESS,IN FOSTER CARE,NOT HOMELESS,NOT IN FOSTER CARE,PARENT NOT IN ARMED FORCES,PARENT IN ARMED FORCES
BRIDGEHAMPTON SCHOOL,0.0,3.33,26.67,43.33,43.33,6.67,86.67,36.67,0.0,56.67,0.0,3.33,56.67,100.0,100.0,13.33,30.0,60.0,580909020001,58,SUFFOLK,2015,,,,,,
BRIGHTON HIGH SCHOOL,0.0,13.71,8.31,13.02,50.21,0.51,88.26,4.63,0.94,49.79,0.0,1.46,86.98,99.06,100.0,11.74,71.89,96.14,260101060004,26,MONROE,2015,,,,,,
BROADALBIN-PERTH HIGH SCHOOL,0.0,1.1,1.46,31.99,48.26,0.0,90.13,2.56,0.0,51.74,0.0,0.0,68.01,100.0,100.0,9.87,94.88,90.49,171102040004,17,FULTON,2015,,,,,,
BROCKPORT HIGH SCHOOL,0.16,1.15,6.01,33.99,49.55,0.08,87.24,5.02,0.33,50.45,0.0,1.73,66.01,99.67,100.0,12.76,85.93,93.83,261801060003,26,MONROE,2015,,,,,,
BROCTON MIDDLE HIGH SCHOOL,0.62,1.24,1.24,53.42,42.86,0.0,91.3,6.83,0.0,57.14,0.0,1.86,46.58,100.0,100.0,8.7,88.2,90.68,62301040003,6,CHAUTAUQUA,2015,,,,,,
BRONX ACADEMY OF HEALTH CAREERS,0.63,4.42,52.63,71.16,66.74,3.16,79.37,41.26,4.21,33.26,0.0,0.0,28.84,95.79,100.0,20.63,1.05,71.79,321100011290,32,BRONX,2015,,,,,,
BRONX AEROSPACE HIGH SCHOOL,0.0,1.87,24.6,65.24,18.72,4.55,65.78,71.66,9.89,81.28,0.0,0.27,34.76,90.11,100.0,34.22,1.6,69.52,321100011545,32,BRONX,2015,,,,,,
BRONX ARENA HIGH SCHOOL,1.64,0.33,33.22,75.66,50.33,2.3,91.12,62.83,3.95,49.67,0.0,0.0,24.34,96.05,100.0,8.88,1.97,20.07,320800011537,32,BRONX,2015,,,,,,
BRONX BRIDGES HIGH SCHOOL,0.84,6.28,8.79,67.78,48.12,15.06,84.94,81.59,67.78,51.88,0.0,0.0,32.22,32.22,100.0,15.06,2.51,59.83,320800011432,32,BRONX,2015,,,,,,
BRONX CAREER AND COLLEGE PREP HS,0.0,1.24,36.65,86.34,51.86,0.62,67.08,61.49,12.73,48.14,0.0,0.0,13.66,87.27,100.0,32.92,0.62,53.11,321200011479,32,BRONX,2015,,,,,,
BRONX CENTER FOR SCI & MATH,0.0,6.56,25.53,80.33,50.12,1.17,85.01,67.21,0.7,49.88,0.0,0.0,19.67,99.3,100.0,14.99,0.7,92.04,320900011260,32,BRONX,2015,,,,,,
BRONX COLLABORATIVE HIGH SCHOOL,0.0,0.0,66.67,33.33,66.67,0.0,100.0,33.33,33.33,33.33,0.0,0.0,66.67,66.67,100.0,0.0,0.0,0.0,321000011351,32,BRONX,2015,,,,,,
BRONX COLLEGIATE ACADEMY,1.02,0.51,28.75,75.83,46.56,4.83,78.37,69.21,28.5,53.44,0.0,0.0,24.17,71.5,100.0,21.63,0.51,57.0,320900011227,32,BRONX,2015,,,,,,
BRONX COMMUNITY HIGH SCHOOL,0.0,1.46,40.82,67.93,55.1,1.17,92.71,55.1,2.62,44.9,0.0,0.0,32.07,97.38,100.0,7.29,2.62,24.78,320800011377,32,BRONX,2015,,,,,,
BRONX COMPASS HIGH SCHOOL,0.0,0.0,50.0,70.0,40.0,0.0,20.0,50.0,0.0,60.0,0.0,0.0,30.0,100.0,100.0,80.0,0.0,0.0,320800011561,32,BRONX,2015,,,,,,
BRONX DESIGN-CONSTRUCTION ACADEMY,1.66,0.0,28.22,83.4,17.01,4.15,75.93,70.12,8.3,82.99,0.0,0.0,16.6,91.7,100.0,24.07,0.0,46.47,320700011522,32,BRONX,2015,,,,,,
BRONX EARLY COL ACAD-TEACH/LEARN,0.0,4.67,31.52,85.99,50.58,3.89,87.94,63.42,2.33,49.42,0.0,0.0,14.01,97.67,100.0,12.06,0.39,95.72,320900011324,32,BRONX,2015,,,,,,
BRONX ENG & TECH ACADEMY,0.26,5.93,31.96,77.32,18.3,3.09,76.8,60.82,12.11,81.7,0.0,0.52,22.68,87.89,100.0,23.2,0.52,70.36,321000011213,32,BRONX,2015,,,,,,
BRONX ENVISION ACADEMY,0.0,2.38,38.69,84.52,58.93,1.19,79.17,54.17,8.33,41.07,0.0,1.19,15.48,91.67,100.0,20.83,3.57,69.64,321200011511,32,BRONX,2015,,,,,,
BRONX GUILD HIGH SCHOOL,0.0,3.26,33.7,73.91,53.62,1.09,69.57,61.96,6.52,46.38,0.0,0.72,26.09,93.48,100.0,30.43,0.36,62.68,320800011452,32,BRONX,2015,,,,,,
BRONX HAVEN HIGH SCHOOL,0.0,1.61,31.94,71.61,55.16,1.29,80.65,66.13,4.52,44.84,0.0,0.0,28.39,95.48,100.0,19.35,0.32,26.77,320700011381,32,BRONX,2015,,,,,,
BRONX HEALTH SCIENCES HIGH SCHOOL,1.38,3.45,61.03,78.97,64.14,0.69,93.45,32.41,2.76,35.86,0.0,0.69,21.03,97.24,100.0,6.55,1.03,97.24,321100011249,32,BRONX,2015,,,,,,
BRONX HIGH SCH-WRITING & COMM ARTS,0.95,3.09,48.69,72.68,56.29,1.66,80.76,45.61,8.31,43.71,0.0,0.0,27.32,91.69,100.0,19.24,1.66,57.48,321100011253,32,BRONX,2015,,,,,,
BRONX HIGH SCHOOL FOR MEDICAL SCIE,0.65,7.14,45.13,68.51,60.71,2.6,95.45,46.43,1.62,39.29,0.0,0.0,31.49,98.38,100.0,4.55,0.65,87.34,320900011413,32,BRONX,2015,,,,,,
BRONX HIGH SCHOOL FOR THE VISUAL ART,0.63,2.11,25.05,67.16,46.53,3.16,77.05,66.53,1.47,53.47,0.0,0.0,32.84,98.53,100.0,22.95,5.68,61.47,321100011418,32,BRONX,2015,,,,,,
BRONX HIGH SCHOOL OF BUSINESS,0.0,1.32,37.57,78.31,47.62,6.08,77.25,60.58,22.75,52.38,0.0,0.26,21.69,77.25,100.0,22.75,0.26,46.83,320900011412,32,BRONX,2015,,,,,,
BRONX HIGH SCHOOL OF SCIENCE,0.24,64.82,3.39,48.08,42.07,0.0,98.66,7.39,0.0,57.93,0.0,0.44,51.92,100.0,100.0,1.34,23.72,99.43,321000011445,32,BRONX,2015,,,,,,
BRONX HIGH SCHOOL-LAW & COMM SVC,0.28,2.53,29.49,82.87,53.37,3.09,76.97,66.57,12.92,46.63,0.0,0.84,17.13,87.08,100.0,23.03,0.28,76.4,321000011439,32,BRONX,2015,,,,,,
BRONX INTERNATIONAL HIGH SCHOOL,0.95,2.13,24.17,90.05,54.03,7.82,91.94,71.56,86.73,45.97,0.0,0.0,9.95,13.27,100.0,8.06,1.18,73.7,320900011403,32,BRONX,2015,,,,,,
BRONX LAB SCHOOL,0.43,3.86,36.48,68.24,39.48,1.07,84.98,57.3,3.22,60.52,0.0,0.21,31.76,96.78,100.0,15.02,1.72,77.9,321100011265,32,BRONX,2015,,,,,,
BRONX LATIN SCHOOL,0.0,0.47,25.94,89.15,50.94,3.3,78.3,73.11,9.43,49.06,0.0,0.0,10.85,90.57,100.0,21.7,0.47,83.49,321200011267,32,BRONX,2015,,,,,,
BRONX LEADERSHIP ACAD HIGH SCHOOL,1.27,0.56,40.2,80.25,50.92,3.24,77.86,57.97,7.9,49.08,0.0,0.0,19.75,92.1,100.0,22.14,0.0,60.08,320900011525,32,BRONX,2015,,,,,,
BRONX LEADERSHIP ACAD II HIGH SCHOOL,0.21,2.69,39.05,84.5,42.56,4.96,77.89,57.02,11.98,57.44,0.0,0.0,15.5,88.02,100.0,22.11,1.03,65.29,320700011527,32,BRONX,2015,,,,,,
BRONX LIGHTHOUSE CHARTER SCHOOL,0.0,0.0,31.07,80.58,62.14,3.88,84.47,68.93,0.0,37.86,0.0,0.0,19.42,100.0,100.0,15.53,0.0,73.79,321200860870,32,BRONX,2015,,,,,,
BRONX PREP CHARTER SCHOOL,1.17,2.33,46.69,66.54,59.53,0.78,92.22,49.42,0.78,40.47,0.0,0.0,33.46,99.22,100.0,7.78,0.39,90.27,320900860807,32,BRONX,2015,,,,,,
BRONX REGIONAL HIGH SCHOOL,0.2,1.23,35.86,80.74,65.16,1.23,88.73,61.48,10.04,34.84,0.0,0.41,19.26,89.96,100.0,11.27,0.82,21.31,321200011480,32,BRONX,2015,,,,,,
"BRONX SCHOOL FOR LAW, GOV, JUSTICE",0.0,1.41,27.97,81.49,53.92,2.41,83.7,69.22,3.22,46.08,0.0,0.0,18.51,96.78,100.0,16.3,1.41,80.08,320900011505,32,BRONX,2015,,,,,,
BRONX SCHOOL OF LAW & FINANCE,0.0,0.93,30.14,80.14,42.29,2.8,79.44,65.42,6.07,57.71,0.0,0.47,19.86,93.93,100.0,20.56,3.04,67.76,321000011284,32,BRONX,2015,,,,,,
BRONX STUDIO SCHOOL-WRITERS-ARTISTS,0.0,1.48,23.99,78.6,58.3,2.58,82.66,73.06,7.75,41.7,0.0,0.0,21.4,92.25,100.0,17.34,1.48,70.48,320800011269,32,BRONX,2015,,,,,,
BRONX THEATRE HIGH SCHOOL,0.0,0.26,28.57,79.85,67.6,3.57,79.08,68.62,5.87,32.4,0.0,0.0,20.15,94.13,100.0,20.92,2.55,69.64,321000011546,32,BRONX,2015,,,,,,
BRONXDALE HIGH SCHOOL,1.07,2.14,27.81,86.1,47.06,1.6,80.21,55.08,1.6,52.94,0.0,0.0,13.9,98.4,100.0,19.79,13.9,75.94,321100011508,32,BRONX,2015,,,,,,
BRONXVILLE HIGH SCHOOL,3.48,1.96,0.0,0.0,48.04,0.43,96.96,2.17,0.43,51.96,0.0,0.0,100.0,99.57,100.0,3.04,92.39,99.57,660303030002,66,WESTCHESTER,2015,,,,,,
BRONXWOOD PREP ACADEMY (THE),1.44,1.92,59.13,68.27,43.27,2.64,74.76,36.06,4.81,56.73,0.0,0.0,31.73,95.19,100.0,25.24,1.44,68.75,321100011514,32,BRONX,2015,,,,,,
BROOKFIELD CENTRAL SCHOOL,0.0,0.0,0.0,44.26,50.82,0.0,93.44,1.64,0.0,49.18,0.0,0.0,55.74,100.0,100.0,6.56,98.36,100.0,250109040001,25,MADISON,2015,,,,,,
BROOKLYN ACADEMY HIGH SCHOOL,1.61,0.32,82.64,85.85,55.31,0.0,84.89,13.5,0.0,44.69,0.0,0.32,14.15,100.0,100.0,15.11,1.61,37.62,331300011553,33,KINGS,2015,,,,,,
BROOKLYN ACADEMY OF SCI & ENVIRON,0.21,5.42,81.88,75.0,46.04,2.08,86.25,12.08,4.79,53.96,0.0,0.0,25.0,95.21,100.0,13.75,0.42,74.58,331700011547,33,KINGS,2015,,,,,,
BROOKLYN BRIDGE ACADEMY,1.42,1.71,83.19,75.21,47.29,0.57,80.06,11.11,3.42,52.71,0.0,0.0,24.79,96.58,100.0,19.94,2.56,33.33,331800011578,33,KINGS,2015,,,,,,
BROOKLYN COLLEGE ACADEMY,0.45,9.35,77.95,66.59,61.92,0.0,97.77,8.91,0.0,38.08,0.0,0.45,33.41,100.0,100.0,2.23,2.9,98.0,332200011555,33,KINGS,2015,,,,,,
BROOKLYN COLLEGIATE,1.47,1.47,88.2,79.65,44.25,0.29,83.19,7.67,3.54,55.75,0.0,0.0,20.35,96.46,100.0,16.81,1.18,66.08,332300011493,33,KINGS,2015,,,,,,
"BROOKLYN COMM HS-COMM, ARTS, MEDIA",2.7,0.0,77.7,79.5,55.86,1.13,80.18,18.02,2.93,44.14,0.0,0.0,20.5,97.07,100.0,19.82,1.58,76.58,331300011412,33,KINGS,2015,,,,,,
BROOKLYN DEMOCRACY ACADEMY,0.0,1.61,85.21,63.99,53.7,0.64,80.39,12.54,4.18,46.3,0.0,0.0,36.01,95.82,100.0,19.61,0.64,30.87,332300011643,33,KINGS,2015,,,,,,
BROOKLYN FRONTIERS HIGH SCHOOL,0.0,0.0,70.59,89.71,57.35,0.0,69.12,27.94,0.0,42.65,0.0,0.0,10.29,100.0,100.0,30.88,1.47,30.15,331500011423,33,KINGS,2015,,,,,,
BROOKLYN GENERATION SCHOOL,3.11,0.93,84.78,77.95,45.34,2.48,83.23,8.7,5.9,54.66,0.0,0.31,22.05,94.1,100.0,16.77,2.17,65.84,331800011566,33,KINGS,2015,,,,,,
BROOKLYN HIGH SCHOOL OF THE ARTS,0.53,1.96,77.22,72.24,68.33,0.0,93.06,18.86,0.36,31.67,0.0,0.0,27.76,99.64,100.0,6.94,1.42,89.86,331500011656,33,KINGS,2015,,,,,,
BROOKLYN HIGH SCHOOL-LAW AND TECH,0.0,1.84,68.77,81.36,43.04,0.79,80.31,28.35,7.35,56.96,0.0,0.0,18.64,92.65,100.0,19.69,1.05,72.44,331600011498,33,KINGS,2015,,,,,,
BROOKLYN HS-LEADERSHIP & COMMUNITY,0.31,0.0,71.74,79.5,51.86,0.62,84.47,25.78,3.42,48.14,0.0,0.0,20.5,96.58,100.0,15.53,2.17,13.66,331300011616,33,KINGS,2015,,,,,,
BROOKLYN INSTITUTE FOR LIBERAL ARTS,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,331700011745,33,KINGS,2015,,,,,,
BROOKLYN INTNTL HIGH SCHOOL,0.0,49.86,20.29,74.49,56.23,17.1,99.42,21.74,67.83,43.77,0.0,0.0,25.51,32.17,100.0,0.58,8.12,88.41,331300011439,33,KINGS,2015,,,,,,
BROOKLYN LAB SCHOOL,1.32,3.96,32.45,73.35,37.2,3.69,77.84,61.21,18.73,62.8,0.0,0.0,26.65,81.27,100.0,22.16,1.06,56.99,331900011639,33,KINGS,2015,,,,,,
BROOKLYN LATIN SCHOOL (THE),1.17,36.06,24.56,72.51,46.2,0.0,98.64,16.18,0.19,53.8,0.0,5.07,27.49,99.81,100.0,1.36,16.96,98.44,331400011449,33,KINGS,2015,,,,,,
BROOKLYN PREP HIGH SCHOOL,0.47,2.83,53.3,79.25,52.12,1.18,81.37,41.04,3.07,47.88,0.0,0.0,20.75,96.93,100.0,18.63,2.36,85.85,331400011488,33,KINGS,2015,,,,,,
BROOKLYN SCHOOL FOR GLOBAL STUDIES,0.55,2.73,54.1,74.86,43.17,2.19,77.6,37.16,4.37,56.83,0.0,1.09,25.14,95.63,100.0,22.4,4.37,74.32,331500011429,33,KINGS,2015,,,,,,
BROOKLYN SCHOOL FOR MATH AND RESEARC,0.0,2.86,47.14,91.43,44.29,2.86,85.71,45.71,5.71,55.71,0.0,0.0,8.57,94.29,100.0,14.29,4.29,72.86,333200011168,33,KINGS,2015,,,,,,
BROOKLYN SCHOOL FOR MUSIC & THEATER,0.0,1.47,84.41,77.06,66.18,0.0,85.88,14.12,0.29,33.82,0.0,0.0,22.94,99.71,100.0,14.12,0.0,79.71,331700011548,33,KINGS,2015,,,,,,
BROOKLYN SEC SCH-COLLABORATIVE,0.28,7.0,37.82,63.87,44.54,1.12,73.11,43.42,1.68,55.46,0.0,0.0,36.13,98.32,100.0,26.89,11.48,88.24,331500010448,33,KINGS,2015,,,,,,
BROOKLYN STUDIO SECONDARY SCHOOL,0.0,11.33,5.99,59.22,50.97,3.56,84.47,20.71,5.99,49.03,0.0,0.0,40.78,94.01,100.0,15.53,61.97,78.8,332100011690,33,KINGS,2015,,,,,,
BROOKLYN TECH HIGH SCHOOL,0.32,61.19,9.04,57.18,41.19,0.04,99.03,8.3,0.02,58.81,0.0,0.32,42.82,99.98,100.0,0.97,20.82,97.3,331300011430,33,KINGS,2015,,,,,,
BROOKLYN THEATRE ARTS HIGH SCHOOL,0.29,0.58,85.88,80.69,62.25,0.0,78.39,10.66,4.9,37.75,0.0,0.0,19.31,95.1,100.0,21.61,2.59,69.74,331800011567,33,KINGS,2015,,,,,,
BROOKYLN ACAD OF GLOBAL FINANCE (THE,0.6,3.57,75.6,72.02,47.02,0.6,79.17,18.45,5.36,52.98,0.0,0.0,27.98,94.64,100.0,20.83,1.79,62.5,331600011688,33,KINGS,2015,,,,,,
BROOME ST ACADEMY CHARTER HIGH SCHOO,0.0,1.46,53.17,72.2,50.24,0.98,68.29,43.41,5.37,49.76,0.0,1.95,27.8,94.63,100.0,31.71,0.0,30.73,310200860992,31,NEW YORK,2015,,,,,,
BROWNSVILLE  ACADEMY HIGH SCHOOL,0.3,1.48,82.25,84.32,60.65,1.78,88.76,13.31,1.78,39.35,0.0,2.66,15.68,98.22,100.0,11.24,0.0,39.05,331700011568,33,KINGS,2015,,,,,,
BRUSHTON-MOIRA HIGH SCHOOL,0.4,1.6,0.4,52.8,52.4,0.0,87.2,0.0,0.0,47.6,1.2,0.4,47.2,100.0,98.8,12.8,97.2,86.8,161601040002,16,FRANKLIN,2015,,,,,,
BUFFALO ACAD-SCI CHARTER SCHOOL,0.0,6.6,80.71,49.75,57.36,2.03,96.45,3.55,3.55,42.64,0.0,0.0,50.25,96.45,100.0,3.55,9.14,91.88,140600860861,14,ERIE,2015,,,,,,
BUFFALO ACADEMY-VIS & PERF ARTS,1.02,1.42,59.15,57.11,64.84,0.2,81.91,16.06,1.42,35.16,0.0,0.41,42.89,98.58,100.0,18.09,21.95,79.47,140600010097,14,ERIE,2015,,,,,,
BURGARD VOC HIGH SCHOOL,0.72,8.99,73.48,60.43,38.41,1.01,75.65,9.42,10.58,61.59,0.0,0.87,39.57,89.42,100.0,24.35,6.52,46.09,140600010101,14,ERIE,2015,,,,,,
BURNT HILLS-BALLSTON LAKE SR HS,0.17,1.03,0.77,7.46,49.06,0.17,89.79,0.69,0.26,50.94,0.0,0.34,92.54,99.74,100.0,10.21,97.0,96.4,520101060006,52,SARATOGA,2015,,,,,,
BUSHWICK COMM HIGH SCHOOL,0.17,0.35,33.1,68.63,50.09,0.69,87.87,64.12,1.91,49.91,0.0,0.0,31.37,98.09,100.0,12.13,2.25,27.38,333200010564,33,KINGS,2015,,,,,,
BUSHWICK LEADERS HS-ACAD EXCELL,0.0,1.26,19.19,89.14,49.24,2.53,81.82,79.55,14.14,50.76,0.0,0.0,10.86,85.86,100.0,18.18,0.0,70.45,333200011556,33,KINGS,2015,,,,,,
BUSHWICK SCHOOL FOR SOCIAL JUSTICE,1.21,0.73,20.63,70.87,52.43,1.21,81.55,75.97,18.69,47.57,0.0,0.0,29.13,81.31,100.0,18.45,1.46,70.15,333200011549,33,KINGS,2015,,,,,,
BUSINESS OF SPORTS SCHOOL,0.31,1.88,41.69,56.74,28.53,4.08,75.24,53.61,3.13,71.47,0.0,0.0,43.26,96.87,100.0,24.76,2.51,73.35,310200011393,31,NEW YORK,2015,,,,,,
BUSINESS/COMPTR APP & ENTREPRE,3.09,5.41,84.17,63.32,33.98,1.93,78.76,6.18,6.18,66.02,0.0,0.39,36.68,93.82,100.0,21.24,0.77,54.83,342900011496,34,QUEENS,2015,,,,,,
BYRAM HILLS HIGH SCHOOL,0.0,4.4,0.59,1.78,50.77,0.0,90.13,0.95,0.0,49.23,0.0,0.12,98.22,100.0,100.0,9.87,93.94,99.88,661201060006,66,WESTCHESTER,2015,,,,,,
BYRON-BERGEN JR/SR HIGH SCHOOL,0.28,1.1,1.66,34.25,51.66,0.28,92.27,3.87,0.28,48.34,0.0,0.0,65.75,99.72,100.0,7.73,93.09,93.37,180701040001,18,GENESEE,2015,,,,,,
C S DRIVER MIDDLE SCHOOL,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,421101060004,42,ONONDAGA,2015,,,,,,
CAIRO-DURHAM HIGH SCHOOL,1.08,0.43,1.94,41.68,52.7,0.0,85.53,5.4,0.0,47.3,0.0,3.67,58.32,100.0,100.0,14.47,87.47,82.94,190301040003,19,GREENE,2015,,,,,,
CALEDONIA-MUMFORD HIGH SCHOOL,0.0,1.91,1.59,19.11,46.18,0.0,86.31,0.64,0.0,53.82,0.0,3.5,80.89,100.0,100.0,13.69,92.36,92.99,240201040002,24,LIVINGSTON,2015,,,,,,
CAMBRIA HEIGHTS ACADEMY,0.0,6.9,84.05,75.43,43.97,0.0,85.78,6.9,4.31,56.03,0.0,0.86,24.57,95.69,100.0,14.22,1.29,77.16,342900011326,34,QUEENS,2015,,,,,,
CAMBRIDGE JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,1.53,35.5,48.09,0.0,82.06,2.67,0.0,51.91,0.0,0.0,64.5,100.0,100.0,17.94,95.8,87.79,641610040003,64,WASHINGTON,2015,,,,,,
CAMDEN SENIOR HIGH SCHOOL,0.14,0.0,0.68,43.05,53.0,0.0,92.78,0.68,0.0,47.0,0.0,0.14,56.95,100.0,100.0,7.22,98.37,89.24,410601040006,41,ONEIDA,2015,,,,,,
CAMPBELL-SAVONA JR/SR HIGH SCHOOL,0.0,1.03,0.68,42.12,47.95,0.0,88.01,1.37,0.0,52.05,0.0,0.68,57.88,100.0,100.0,11.99,96.23,95.21,570603040002,57,STEUBEN,2015,,,,,,
CANAJOHARIE SENIOR HIGH SCHOOL,0.0,0.67,2.01,45.3,50.34,0.0,90.94,0.0,0.34,49.66,0.0,0.34,54.7,99.66,100.0,9.06,96.98,86.24,270301040002,27,MONTGOMERY,2015,,,,,,
CANANDAIGUA ACADEMY,0.4,1.13,1.85,23.31,51.05,0.0,88.67,1.77,0.16,48.95,0.0,1.05,76.69,99.84,100.0,11.33,93.81,90.92,430300050002,43,ONTARIO,2015,,,,,,
CANASERAGA SCHOOL,0.0,0.0,0.0,50.0,47.37,0.0,93.42,0.0,0.0,52.63,0.0,0.0,50.0,100.0,100.0,6.58,100.0,98.68,21102040001,2,ALLEGANY,2015,,,,,,
CANASTOTA HIGH SCHOOL,0.63,0.0,1.67,28.18,45.93,0.0,87.89,2.51,0.0,54.07,0.0,2.71,71.82,100.0,100.0,12.11,92.48,82.88,250901060004,25,MADISON,2015,,,,,,
CANDOR JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,2.68,43.75,50.45,0.0,84.82,0.0,0.0,49.55,0.0,0.0,56.25,100.0,100.0,15.18,97.32,90.62,600301040002,60,TIOGA,2015,,,,,,
CANISTEO-GREENWOOD HIGH SCHOOL,0.0,0.0,1.0,49.67,40.0,0.0,85.0,1.67,0.0,60.0,0.0,0.33,50.33,100.0,100.0,15.0,97.0,92.67,571502060001,57,STEUBEN,2015,,,,,,
CARLE PLACE MIDDLE SENIOR HIGH SCH,0.0,6.25,1.62,15.51,50.69,0.69,88.89,13.89,4.17,49.31,0.0,0.0,84.49,95.83,100.0,11.11,78.24,96.53,280411030003,28,NASSAU,2015,,,,,,
CARMEL HIGH SCHOOL,0.21,2.18,2.89,16.63,48.98,0.49,86.68,18.39,0.78,51.02,0.0,0.56,83.37,99.22,100.0,13.32,75.76,93.45,480102060005,48,PUTNAM,2015,,,,,,
CARTHAGE SENIOR HIGH SCHOOL,0.68,1.69,5.75,33.26,48.82,0.23,86.58,6.99,0.23,51.18,0.0,5.52,66.74,99.77,100.0,13.42,79.37,87.94,222201060001,22,JEFFERSON,2015,,,,,,
CASCADES HIGH SCHOOL,0.96,3.08,37.5,75.19,60.38,1.54,93.46,54.42,0.96,39.62,0.0,0.38,24.81,99.04,100.0,6.54,3.65,50.77,310100011650,31,NEW YORK,2015,,,,,,
CASSADAGA VALLEY MIDDLE/HIGH SCHOOL,0.29,0.0,1.44,46.11,48.99,0.0,90.49,1.15,0.0,51.01,0.0,0.58,53.89,100.0,100.0,9.51,96.54,90.49,60401040006,6,CHAUTAUQUA,2015,,,,,,
CASTLETON ACADEMY HS OF OCEANSIDE,0.0,0.0,2.6,23.38,31.17,0.0,66.23,12.99,1.3,68.83,0.0,1.3,76.62,98.7,100.0,33.77,83.12,53.25,280211030011,28,NASSAU,2015,,,,,,
CATO-MERIDIAN SENIOR HIGH SCHOOL,1.85,0.31,0.31,32.92,44.0,0.0,92.62,0.92,0.0,56.0,0.0,1.85,67.08,100.0,100.0,7.38,94.77,92.92,50401040003,5,CAYUGA,2015,,,,,,
CATSKILL SENIOR HIGH SCHOOL,0.0,2.21,11.67,49.09,42.66,0.0,79.88,8.45,0.2,57.34,0.0,1.01,50.91,99.8,100.0,20.12,76.66,84.91,190401060003,19,GREENE,2015,,,,,,
CATTARAUGUS-LITTLE VALLEY HS,1.39,0.0,2.44,45.3,52.26,0.0,78.4,1.39,0.0,47.74,0.0,2.44,54.7,100.0,100.0,21.6,92.33,82.23,42302040003,4,CATTARAUGUS,2015,,,,,,
CAZENOVIA HIGH SCHOOL,0.71,2.13,0.89,14.56,47.07,0.36,86.5,1.07,1.95,52.93,0.0,0.0,85.44,98.05,100.0,13.5,95.2,97.34,250201060002,25,MADISON,2015,,,,,,
CELIA CRUZ BRONX HS OF MUSIC (THE),0.57,0.28,29.63,81.48,56.7,2.28,91.45,67.24,0.85,43.3,0.0,0.0,18.52,99.15,100.0,8.55,2.28,92.31,321000011442,32,BRONX,2015,,,,,,
CENTER MORICHES HIGH SCHOOL,6.12,0.9,5.22,17.99,47.48,0.36,85.61,9.71,0.9,52.52,0.0,0.0,82.01,99.1,100.0,14.39,78.06,93.17,580233020001,58,SUFFOLK,2015,,,,,,
CENTEREACH HIGH SCHOOL,0.0,6.75,4.18,23.05,47.47,0.69,89.26,11.56,1.5,52.53,0.0,0.25,76.95,98.5,100.0,10.74,77.26,91.44,580211060016,58,SUFFOLK,2015,,,,,,
CENTRAL ISLIP SENIOR HIGH SCHOOL,0.06,3.39,27.22,57.65,49.67,3.81,91.35,61.46,12.16,50.33,0.12,0.0,42.35,87.84,99.88,8.65,7.86,78.64,580513030006,58,SUFFOLK,2015,,,,,,
CENTRAL PARK EAST HIGH SCHOOL,0.48,6.3,27.85,86.2,68.77,1.94,88.62,63.44,1.21,31.23,0.0,0.0,13.8,98.79,100.0,11.38,1.94,97.34,310400011555,31,NEW YORK,2015,,,,,,
CENTRAL VALLEY ACADEMY,0.0,1.71,3.61,44.49,50.95,0.0,84.6,0.76,0.19,49.05,0.0,0.0,55.51,99.81,100.0,15.4,93.92,87.07,212101040005,21,HERKIMER,2015,,,,,,
CHANNEL VIEW SCHOOL FOR RESEARCH,0.0,3.89,50.12,70.56,45.5,0.49,86.13,32.12,0.97,54.5,0.0,0.0,29.44,99.03,100.0,13.87,13.87,88.08,342700011262,34,QUEENS,2015,,,,,,
CHARLES D'AMICO HIGH SCHOOL,1.28,1.44,6.7,40.67,49.6,0.16,88.36,6.86,0.64,50.4,1.75,0.0,59.33,99.36,98.25,11.64,83.73,90.43,450101060003,45,ORLEANS,2015,,,,,,
CHARLES O DICKERSON HIGH SCHOOL,0.0,0.9,3.28,23.28,54.03,0.0,86.87,3.28,0.0,45.97,0.0,2.69,76.72,100.0,100.0,13.13,89.85,96.42,611001040002,61,TOMPKINS,2015,,,,,,
CHARLES W BAKER HIGH SCHOOL,0.44,1.69,1.96,17.46,49.26,0.11,90.56,1.58,0.22,50.74,0.0,1.8,82.54,99.78,100.0,9.44,92.53,94.05,420901060007,42,ONONDAGA,2015,,,,,,
